"Y","AlsK","RpiA","RpiB","AlsE","AlsA","AlsB","AlsC","AlsGa","AlsGb","AlsGc","AlsP","AlsT","AlsR","AlsR2","AlsR3","AlsR4"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","1","0","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","0"
"1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","0"
"1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
